order_delivered_customer_month,product_category_name_english,total_revenue,total_revenue_ranking,order_count,order_count_ranking
2017-10-01,pet_shop,7717.0,21,60,19
2017-10-01,electronics,4113.0,27,56,20
2017-10-01,office_furniture,12351.0,18,50,21
2017-10-01,luggage_accessories,5485.0,26,50,21
2017-10-01,home_confort,5813.0,25,40,23
2017-10-01,small_appliances,7513.0,22,31,24
2017-10-01,computers,40465.0,6,27,25
2017-10-01,audio,1492.0,38,22,26
2017-10-01,musical_instruments,6124.0,24,20,27
2017-10-01,food,1009.0,42,15,28
2017-10-01,home_construction,3314.0,28,15,28
2017-10-01,furniture_living_room,1768.0,34,13,30
2017-10-01,construction_tools_construction,2134.0,32,12,31
2017-10-01,fashion_male_clothing,1614.0,36,12,31
2017-10-01,fashion_shoes,1273.0,39,12,31
2017-10-01,food_drink,1665.0,35,12,31
2017-10-01,construction_tools_safety,2158.0,31,10,35
2017-10-01,books_general_interest,611.0,48,9,36
2017-10-01,market_place,902.0,43,9,36
2017-10-01,costruction_tools_garden,414.0,52,9,36
2017-10-01,air_conditioning,2740.0,29,8,39
2017-10-01,home_appliances,1183.0,40,8,39
2017-10-01,home_appliances_2,2098.0,33,8,39
2017-10-01,drinks,381.0,53,7,42
2017-10-01,fixed_telephony,16542.0,14,7,42
2017-10-01,kitchen_dining_laundry_garden_furniture,844.0,45,7,42
2017-10-01,signaling_and_security,744.0,46,7,42
2017-10-01,books_technical,517.0,49,7,42
2017-10-01,costruction_tools_tools,1039.0,41,6,47
2017-10-01,fashion_underwear_beach,665.0,47,6,47
2017-10-01,industry_commerce_and_business,2287.0,30,5,49
2017-10-01,christmas_supplies,262.0,55,5,49
2017-10-01,furniture_bedroom,1574.0,37,5,49
2017-10-01,art,438.0,51,5,49
2017-10-01,fashion_sport,444.0,50,3,53
2017-10-01,agro_industry_and_commerce,853.0,44,3,53
2017-10-01,dvds_blu_ray,155.0,58,3,53
2017-10-01,home_comfort_2,39.0,63,3,53
2017-10-01,fashio_female_clothing,309.0,54,2,57
2017-10-01,tablets_printing_image,198.0,57,2,57
2017-10-01,party_supplies,138.0,59,2,57
2017-10-01,fashion_childrens_clothes,130.0,61,2,57
2017-10-01,construction_tools_lights,250.0,56,1,61
2017-10-01,la_cuisine,137.0,60,1,61
2017-10-01,music,55.0,62,1,61
2017-11-01,bed_bath_table,53115.0,2,493,1
2017-11-01,sports_leisure,43247.0,5,390,2
2017-11-01,furniture_decor,31342.0,8,319,3
2017-11-01,watches_gifts,66377.0,1,313,4
2017-11-01,health_beauty,48490.0,4,313,4
2017-11-01,computers_accessories,42953.0,6,287,6
2017-11-01,cool_stuff,50700.0,3,239,7
2017-11-01,toys,31399.0,7,232,8
2017-11-01,telephony,19001.0,14,222,9
2017-11-01,garden_tools,27776.0,9,220,10
2017-11-01,housewares,21262.0,11,217,11
2017-11-01,perfumery,19009.0,13,174,12
2017-11-01,auto,20682.0,12,152,13
2017-11-01,baby,15896.0,16,135,14
2017-11-01,stationery,12086.0,17,115,15
2017-11-01,fashion_bags_accessories,7792.0,21,106,16
2017-11-01,consoles_games,9651.0,19,89,17
2017-11-01,electronics,5294.0,25,87,18
2017-11-01,,11685.0,18,65,19
2017-11-01,office_furniture,16161.0,15,64,20
2017-11-01,luggage_accessories,6900.0,23,56,21
2017-11-01,pet_shop,7395.0,22,53,22
2017-11-01,audio,2592.0,31,26,23
2017-11-01,musical_instruments,8799.0,20,22,24
2017-11-01,kitchen_dining_laundry_garden_furniture,5135.0,26,21,25
2017-11-01,food_drink,2229.0,33,21,25
2017-11-01,small_appliances,3377.0,28,18,27
2017-11-01,books_general_interest,1412.0,38,17,28
2017-11-01,computers,23707.0,10,16,29
2017-11-01,home_construction,2830.0,29,16,29
2017-11-01,fashion_shoes,1571.0,37,15,31
2017-11-01,furniture_living_room,1863.0,35,15,31
2017-11-01,construction_tools_construction,2596.0,30,15,31
2017-11-01,drinks,565.0,48,12,34
2017-11-01,costruction_tools_garden,1040.0,42,12,34
2017-11-01,christmas_supplies,1007.0,43,12,34
2017-11-01,home_confort,1714.0,36,11,37
2017-11-01,air_conditioning,2385.0,32,11,37
2017-11-01,construction_tools_safety,3393.0,27,11,37
2017-11-01,market_place,1164.0,40,11,37
2017-11-01,food,459.0,51,9,41
2017-11-01,home_appliances_2,1924.0,34,8,42
2017-11-01,fashion_male_clothing,727.0,46,7,43
2017-11-01,agro_industry_and_commerce,5441.0,24,7,43
2017-11-01,home_appliances,1102.0,41,6,45
2017-11-01,flowers,188.0,55,6,45
2017-11-01,signaling_and_security,791.0,45,4,47
2017-11-01,industry_commerce_and_business,1245.0,39,4,47
2017-11-01,cds_dvds_musicals,240.0,53,4,47
2017-11-01,books_technical,726.0,47,3,50
2017-11-01,fashion_underwear_beach,198.0,54,3,50
2017-11-01,dvds_blu_ray,60.0,61,3,50
2017-11-01,construction_tools_lights,550.0,49,3,50
2017-11-01,fixed_telephony,810.0,44,2,54
2017-11-01,home_comfort_2,52.0,63,2,54
2017-11-01,party_supplies,280.0,52,2,54
2017-11-01,costruction_tools_tools,90.0,57,2,54
2017-11-01,furniture_bedroom,510.0,50,1,58
2017-11-01,books_imported,170.0,56,1,58
2017-11-01,tablets_printing_image,90.0,57,1,58
2017-11-01,furniture_mattress_and_upholstery,85.0,59,1,58
2017-11-01,cine_photo,69.0,60,1,58
2017-11-01,fashion_sport,60.0,61,1,58
2017-12-01,bed_bath_table,71815.0,4,679,1
2017-12-01,health_beauty,83733.0,2,585,2
2017-12-01,toys,73723.0,3,564,3
2017-12-01,sports_leisure,67563.0,5,543,4
2017-12-01,furniture_decor,54965.0,7,484,5
2017-12-01,watches_gifts,90819.0,1,395,6
2017-12-01,garden_tools,38557.0,10,391,7
2017-12-01,computers_accessories,56885.0,6,364,8
2017-12-01,housewares,30933.0,12,329,9
2017-12-01,telephony,22840.0,13,326,10
2017-12-01,perfumery,34238.0,11,306,11
2017-12-01,auto,40116.0,9,278,12
2017-12-01,cool_stuff,43105.0,8,260,13
2017-12-01,electronics,10539.0,21,216,14
2017-12-01,stationery,21630.0,15,195,15
2017-12-01,fashion_bags_accessories,12467.0,18,163,16
2017-12-01,baby,22300.0,14,156,17
2017-12-01,,13632.0,17,126,18
2017-12-01,consoles_games,10071.0,22,108,19
2017-12-01,pet_shop,9324.0,24,82,20
2017-12-01,office_furniture,12378.0,19,55,21
2017-12-01,luggage_accessories,6985.0,27,49,22
2017-12-01,books_general_interest,2720.0,35,45,23
2017-12-01,musical_instruments,15794.0,16,44,24
2017-12-01,home_construction,6953.0,28,39,25
2017-12-01,home_confort,5047.0,31,36,26
2017-12-01,construction_tools_construction,7371.0,26,36,26
2017-12-01,small_appliances,9516.0,23,34,28
2017-12-01,home_appliances,4829.0,33,30,29
2017-12-01,furniture_living_room,5823.0,29,29,30
2017-12-01,audio,2668.0,36,28,31
2017-12-01,drinks,1293.0,44,28,31
2017-12-01,kitchen_dining_laundry_garden_furniture,4863.0,32,24,33
2017-12-01,food_drink,1681.0,41,24,33
2017-12-01,fashion_shoes,1771.0,40,18,35
2017-12-01,fashion_underwear_beach,1676.0,42,16,36
2017-12-01,home_appliances_2,5120.0,30,15,37
2017-12-01,christmas_supplies,563.0,52,15,37
2017-12-01,agro_industry_and_commerce,11233.0,20,14,39
2017-12-01,air_conditioning,3102.0,34,11,40
2017-12-01,market_place,977.0,47,11,40
2017-12-01,tablets_printing_image,680.0,51,11,40
2017-12-01,food,811.0,49,10,43
2017-12-01,furniture_mattress_and_upholstery,719.0,50,7,44
2017-12-01,books_technical,1182.0,45,7,44
2017-12-01,industry_commerce_and_business,2003.0,37,7,44
2017-12-01,construction_tools_safety,1389.0,43,7,44
2017-12-01,construction_tools_lights,1900.0,38,7,44
2017-12-01,fixed_telephony,1823.0,39,7,44
2017-12-01,costruction_tools_garden,932.0,48,6,50
2017-12-01,computers,8355.0,25,6,50
2017-12-01,fashion_male_clothing,399.0,53,6,50
2017-12-01,costruction_tools_tools,270.0,55,5,53
2017-12-01,art,190.0,58,4,54
2017-12-01,party_supplies,1086.0,46,3,55
2017-12-01,books_imported,231.0,57,3,55
2017-12-01,dvds_blu_ray,180.0,59,3,55
2017-12-01,home_comfort_2,26.0,67,2,58
2017-12-01,signaling_and_security,138.0,60,2,58
2017-12-01,fashio_female_clothing,60.0,64,2,58
2017-12-01,furniture_bedroom,363.0,54,2,58
2017-12-01,cine_photo,242.0,56,1,62
2017-12-01,la_cuisine,137.0,61,1,62
2017-12-01,diapers_and_hygiene,76.0,62,1,62
2017-12-01,cds_dvds_musicals,65.0,63,1,62
2017-12-01,fashion_sport,60.0,64,1,62
2017-12-01,flowers,60.0,64,1,62
2018-01-01,bed_bath_table,72802.0,1,690,1
2018-01-01,health_beauty,62912.0,5,515,2
2018-01-01,sports_leisure,65319.0,4,492,3
2018-01-01,furniture_decor,49675.0,6,429,4
2018-01-01,computers_accessories,67288.0,3,412,5
2018-01-01,stationery,36911.0,8,344,6
2018-01-01,watches_gifts,68853.0,2,332,7
2018-01-01,cool_stuff,41079.0,7,296,8
2018-01-01,telephony,12692.0,20,292,9
2018-01-01,electronics,14160.0,19,285,10
2018-01-01,housewares,32012.0,11,271,11
2018-01-01,garden_tools,24541.0,13,240,12
2018-01-01,auto,35364.0,9,228,13
2018-01-01,toys,34419.0,10,224,14
2018-01-01,perfumery,22631.0,14,218,15
2018-01-01,baby,25894.0,12,186,16
2018-01-01,,20413.0,15,164,17
2018-01-01,fashion_bags_accessories,9330.0,25,128,18
2018-01-01,luggage_accessories,15039.0,17,97,19
2018-01-01,pet_shop,11297.0,21,82,20
2018-01-01,consoles_games,7243.0,26,81,21
2018-01-01,musical_instruments,14705.0,18,57,22
2018-01-01,office_furniture,9465.0,24,53,23
2018-01-01,books_general_interest,2684.0,34,46,24
2018-01-01,small_appliances,10207.0,22,36,25
2018-01-01,drinks,2490.0,36,36,25
2018-01-01,construction_tools_construction,6609.0,27,32,27
2018-01-01,audio,4505.0,29,25,28
2018-01-01,home_construction,4491.0,30,24,29
2018-01-01,computers,15188.0,16,23,30
2018-01-01,home_appliances,1491.0,40,22,31
2018-01-01,costruction_tools_garden,3460.0,32,19,32
2018-01-01,home_confort,3200.0,33,19,32
2018-01-01,industry_commerce_and_business,2114.0,37,17,34
2018-01-01,furniture_living_room,2031.0,38,16,35
2018-01-01,market_place,864.0,47,16,35
2018-01-01,kitchen_dining_laundry_garden_furniture,4292.0,31,15,37
2018-01-01,agro_industry_and_commerce,9859.0,23,14,38
2018-01-01,food_drink,683.0,52,14,38
2018-01-01,food,743.0,49,13,40
2018-01-01,air_conditioning,1900.0,39,11,41
2018-01-01,fashion_underwear_beach,1243.0,42,11,41
2018-01-01,christmas_supplies,703.0,51,11,41
2018-01-01,art,1370.0,41,10,44
2018-01-01,fixed_telephony,1112.0,44,8,45
2018-01-01,furniture_mattress_and_upholstery,958.0,46,8,45
2018-01-01,fashion_shoes,731.0,50,8,45
2018-01-01,books_technical,680.0,53,8,45
2018-01-01,flowers,286.0,58,7,49
2018-01-01,costruction_tools_tools,555.0,55,7,49
2018-01-01,home_appliances_2,4819.0,28,7,49
2018-01-01,construction_tools_safety,833.0,48,7,49
2018-01-01,construction_tools_lights,2511.0,35,7,49
2018-01-01,furniture_bedroom,1100.0,45,6,54
2018-01-01,signaling_and_security,1199.0,43,6,54
2018-01-01,books_imported,458.0,56,5,56
2018-01-01,fashion_male_clothing,652.0,54,4,57
2018-01-01,cine_photo,200.0,59,2,58
2018-01-01,fashion_sport,120.0,60,2,58
2018-01-01,tablets_printing_image,110.0,62,2,58
2018-01-01,fashio_female_clothing,96.0,63,2,58
2018-01-01,dvds_blu_ray,25.0,64,1,62
2018-01-01,small_appliances_home_oven_and_coffee,370.0,57,1,62
2018-01-01,la_cuisine,112.0,61,1,62
2018-01-01,music,25.0,64,1,62
2018-02-01,computers_accessories,70676.0,3,587,1
2018-02-01,bed_bath_table,60327.0,4,563,2
2018-02-01,sports_leisure,77068.0,1,512,3
2018-02-01,health_beauty,71428.0,2,495,4
2018-02-01,furniture_decor,36936.0,6,330,5
2018-02-01,telephony,12972.0,17,321,6
2018-02-01,housewares,31705.0,8,278,7
2018-02-01,watches_gifts,55074.0,5,258,8
2018-02-01,auto,36157.0,7,243,9
2018-02-01,electronics,11551.0,19,239,10
2018-02-01,garden_tools,24780.0,10,211,11
2018-02-01,stationery,17877.0,13,182,12
2018-02-01,perfumery,19024.0,11,179,13
2018-02-01,cool_stuff,26849.0,9,160,14
2018-02-01,baby,18510.0,12,159,15
2018-02-01,toys,13662.0,16,125,16
2018-02-01,,14654.0,15,124,17
2018-02-01,fashion_bags_accessories,7337.0,24,96,18
2018-02-01,office_furniture,17206.0,14,82,19
2018-02-01,luggage_accessories,10195.0,20,70,20
2018-02-01,pet_shop,7144.0,25,67,21
2018-02-01,construction_tools_construction,9838.0,21,47,22
2018-02-01,small_appliances,8994.0,22,39,23
2018-02-01,home_appliances,4628.0,30,35,24
2018-02-01,consoles_games,6351.0,27,33,25
2018-02-01,musical_instruments,7785.0,23,29,26
2018-02-01,drinks,2374.0,37,28,27
2018-02-01,books_general_interest,1513.0,43,24,28
2018-02-01,books_technical,1590.0,42,23,29
2018-02-01,home_construction,5505.0,28,23,29
2018-02-01,industry_commerce_and_business,4300.0,31,21,31
2018-02-01,furniture_living_room,2310.0,39,20,32
2018-02-01,kitchen_dining_laundry_garden_furniture,4035.0,32,19,33
2018-02-01,home_confort,2539.0,34,19,33
2018-02-01,food,982.0,45,19,33
2018-02-01,home_appliances_2,11711.0,18,19,33
2018-02-01,audio,2503.0,35,18,37
2018-02-01,art,1833.0,40,16,38
2018-02-01,costruction_tools_garden,2332.0,38,16,38
2018-02-01,air_conditioning,3576.0,33,15,40
2018-02-01,agro_industry_and_commerce,5146.0,29,15,40
2018-02-01,market_place,1701.0,41,12,42
2018-02-01,christmas_supplies,1012.0,44,12,42
2018-02-01,construction_tools_safety,7007.0,26,10,44
2018-02-01,food_drink,462.0,51,10,44
2018-02-01,signaling_and_security,939.0,46,9,46
2018-02-01,fixed_telephony,2474.0,36,9,46
2018-02-01,fashion_shoes,815.0,47,8,48
2018-02-01,costruction_tools_tools,422.0,53,6,49
2018-02-01,fashion_underwear_beach,270.0,55,5,50
2018-02-01,tablets_printing_image,267.0,56,5,50
2018-02-01,flowers,156.0,58,5,50
2018-02-01,construction_tools_lights,653.0,49,5,50
2018-02-01,books_imported,450.0,52,4,54
2018-02-01,furniture_mattress_and_upholstery,312.0,54,4,54
2018-02-01,fashion_male_clothing,251.0,57,3,56
2018-02-01,small_appliances_home_oven_and_coffee,775.0,48,2,57
2018-02-01,party_supplies,136.0,59,2,57
2018-02-01,fashio_female_clothing,96.0,61,2,57
2018-02-01,dvds_blu_ray,50.0,62,2,57
2018-02-01,music,25.0,63,1,61
2018-02-01,computers,599.0,50,1,61
2018-02-01,diapers_and_hygiene,125.0,60,1,61
2018-03-01,computers_accessories,102920.0,1,758,1
2018-03-01,sports_leisure,79547.0,3,620,2
2018-03-01,bed_bath_table,62229.0,5,588,3
2018-03-01,health_beauty,82744.0,2,577,4
2018-03-01,furniture_decor,48138.0,6,397,5
2018-03-01,housewares,36695.0,8,358,6
2018-03-01,watches_gifts,66415.0,4,315,7
2018-03-01,telephony,16029.0,16,313,8
2018-03-01,electronics,12380.0,19,300,9
2018-03-01,auto,42200.0,7,292,10
2018-03-01,cool_stuff,34425.0,9,222,11
2018-03-01,garden_tools,24738.0,12,206,12
2018-03-01,perfumery,20231.0,13,192,13
2018-03-01,baby,32430.0,10,189,14
2018-03-01,toys,17660.0,15,169,15
2018-03-01,stationery,11907.0,20,141,16
2018-03-01,,18484.0,14,132,17
2018-03-01,fashion_bags_accessories,11513.0,21,119,18
2018-03-01,office_furniture,25398.0,11,115,19
2018-03-01,pet_shop,10086.0,24,93,20
2018-03-01,consoles_games,13845.0,17,63,21
2018-03-01,home_appliances,7857.0,25,63,21
2018-03-01,construction_tools_construction,11415.0,22,50,23
2018-03-01,musical_instruments,11195.0,23,49,24
2018-03-01,luggage_accessories,6246.0,27,44,25
2018-03-01,books_general_interest,2211.0,38,37,26
2018-03-01,small_appliances,13440.0,18,36,27
2018-03-01,food,1842.0,42,35,28
2018-03-01,home_construction,5288.0,29,33,29
2018-03-01,agro_industry_and_commerce,7129.0,26,29,30
2018-03-01,furniture_living_room,5308.0,28,24,31
2018-03-01,food_drink,1246.0,47,21,32
2018-03-01,industry_commerce_and_business,2658.0,37,19,33
2018-03-01,drinks,848.0,49,19,33
2018-03-01,books_technical,1116.0,48,18,35
2018-03-01,costruction_tools_garden,2039.0,40,18,35
2018-03-01,market_place,1498.0,45,17,37
2018-03-01,air_conditioning,2821.0,35,15,38
2018-03-01,home_confort,2000.0,41,15,38
2018-03-01,audio,4440.0,30,14,40
2018-03-01,christmas_supplies,1701.0,43,13,41
2018-03-01,kitchen_dining_laundry_garden_furniture,3847.0,32,12,42
2018-03-01,home_appliances_2,2821.0,35,10,43
2018-03-01,tablets_printing_image,739.0,51,10,43
2018-03-01,costruction_tools_tools,1323.0,46,10,43
2018-03-01,construction_tools_lights,2063.0,39,9,46
2018-03-01,furniture_bedroom,1565.0,44,9,46
2018-03-01,construction_tools_safety,3489.0,34,9,46
2018-03-01,fashion_underwear_beach,419.0,58,7,49
2018-03-01,fashion_shoes,611.0,54,7,49
2018-03-01,signaling_and_security,552.0,56,6,51
2018-03-01,furniture_mattress_and_upholstery,555.0,55,6,51
2018-03-01,small_appliances_home_oven_and_coffee,3965.0,31,6,51
2018-03-01,fixed_telephony,3756.0,33,6,51
2018-03-01,art,695.0,52,6,51
2018-03-01,cine_photo,482.0,57,5,56
2018-03-01,party_supplies,683.0,53,4,57
2018-03-01,fashion_male_clothing,388.0,59,3,58
2018-03-01,books_imported,336.0,60,3,58
2018-03-01,fashion_childrens_clothes,80.0,65,2,60
2018-03-01,home_comfort_2,48.0,66,2,60
2018-03-01,dvds_blu_ray,25.0,68,1,62
2018-03-01,computers,790.0,50,1,62
2018-03-01,music,220.0,61,1,62
2018-03-01,fashio_female_clothing,120.0,62,1,62
2018-03-01,diapers_and_hygiene,100.0,63,1,62
2018-03-01,fashion_sport,90.0,64,1,62
2018-03-01,flowers,30.0,67,1,62
2018-04-01,bed_bath_table,85397.0,5,741,1
2018-04-01,health_beauty,94796.0,2,674,2
2018-04-01,computers_accessories,86665.0,3,669,3
2018-04-01,sports_leisure,85449.0,4,663,4
2018-04-01,furniture_decor,61286.0,6,508,5
2018-04-01,watches_gifts,109805.0,1,476,6
2018-04-01,housewares,43445.0,9,412,7
2018-04-01,auto,56034.0,7,397,8
2018-04-01,telephony,22335.0,14,317,9
2018-04-01,baby,52932.0,8,248,10
2018-04-01,garden_tools,30703.0,11,231,11
2018-04-01,toys,26616.0,13,228,12
2018-04-01,cool_stuff,37609.0,10,227,13
2018-04-01,electronics,14501.0,20,221,14
2018-04-01,perfumery,20813.0,15,194,15
2018-04-01,stationery,14833.0,19,163,16
2018-04-01,pet_shop,18532.0,17,151,17
2018-04-01,office_furniture,28475.0,12,137,18
2018-04-01,fashion_bags_accessories,8903.0,30,115,19
2018-04-01,,11166.0,27,104,20
2018-04-01,home_appliances,14257.0,21,101,21
2018-04-01,construction_tools_construction,12700.0,24,69,22
2018-04-01,musical_instruments,18715.0,16,64,23
2018-04-01,small_appliances,13126.0,23,60,24
2018-04-01,home_construction,9992.0,29,58,25
2018-04-01,luggage_accessories,8147.0,31,55,26
2018-04-01,consoles_games,12099.0,25,49,27
2018-04-01,industry_commerce_and_business,4956.0,32,45,28
2018-04-01,food,1961.0,43,42,29
2018-04-01,audio,10663.0,28,40,30
2018-04-01,construction_tools_lights,4763.0,33,33,31
2018-04-01,books_general_interest,4557.0,34,32,32
2018-04-01,drinks,2452.0,42,31,33
2018-04-01,air_conditioning,3719.0,38,27,34
2018-04-01,home_confort,3194.0,41,24,35
2018-04-01,home_appliances_2,16639.0,18,23,36
2018-04-01,kitchen_dining_laundry_garden_furniture,3953.0,37,22,37
2018-04-01,books_technical,1036.0,51,21,38
2018-04-01,construction_tools_safety,4289.0,35,20,39
2018-04-01,costruction_tools_tools,1837.0,44,19,40
2018-04-01,fixed_telephony,3393.0,40,18,41
2018-04-01,market_place,1082.0,50,17,42
2018-04-01,food_drink,1448.0,46,17,42
2018-04-01,art,1294.0,47,17,42
2018-04-01,fashion_shoes,1816.0,45,16,45
2018-04-01,furniture_living_room,3645.0,39,16,45
2018-04-01,signaling_and_security,1108.0,49,14,47
2018-04-01,christmas_supplies,746.0,52,12,48
2018-04-01,small_appliances_home_oven_and_coffee,13640.0,22,12,48
2018-04-01,agro_industry_and_commerce,4094.0,36,11,50
2018-04-01,costruction_tools_garden,705.0,53,11,50
2018-04-01,computers,11225.0,26,10,52
2018-04-01,furniture_bedroom,1149.0,48,6,53
2018-04-01,fashion_underwear_beach,359.0,56,6,53
2018-04-01,cine_photo,671.0,54,5,55
2018-04-01,music,335.0,57,3,56
2018-04-01,books_imported,299.0,58,3,56
2018-04-01,diapers_and_hygiene,192.0,60,3,56
2018-04-01,flowers,124.0,61,3,56
2018-04-01,dvds_blu_ray,100.0,63,3,56
2018-04-01,party_supplies,275.0,59,2,61
2018-04-01,home_comfort_2,39.0,65,2,61
2018-04-01,la_cuisine,669.0,55,2,61
2018-04-01,arts_and_craftmanship,16.0,66,1,64
2018-04-01,furniture_mattress_and_upholstery,110.0,62,1,64
2018-04-01,fashion_sport,90.0,64,1,64
2018-05-01,health_beauty,94842.0,2,704,1
2018-05-01,watches_gifts,116471.0,1,637,2
2018-05-01,bed_bath_table,65236.0,4,576,3
2018-05-01,sports_leisure,65934.0,3,505,4
2018-05-01,housewares,58713.0,5,482,5
2018-05-01,furniture_decor,53249.0,6,463,6
2018-05-01,computers_accessories,48510.0,7,404,7
2018-05-01,auto,43725.0,8,309,8
2018-05-01,telephony,18656.0,18,256,9
2018-05-01,garden_tools,42942.0,9,253,10
2018-05-01,electronics,12040.0,22,237,11
2018-05-01,baby,41878.0,10,225,12
2018-05-01,toys,29612.0,12,217,13
2018-05-01,cool_stuff,38465.0,11,203,14
2018-05-01,perfumery,20347.0,15,160,15
2018-05-01,pet_shop,15681.0,19,148,16
2018-05-01,stationery,12414.0,21,128,17
2018-05-01,fashion_bags_accessories,13232.0,20,114,18
2018-05-01,construction_tools_construction,19156.0,16,89,19
2018-05-01,office_furniture,20531.0,14,85,20
2018-05-01,home_appliances,8595.0,24,69,21
2018-05-01,musical_instruments,19108.0,17,60,22
2018-05-01,books_general_interest,6611.0,29,56,23
2018-05-01,luggage_accessories,7406.0,28,50,24
2018-05-01,home_construction,7869.0,26,49,25
2018-05-01,industry_commerce_and_business,5664.0,32,48,26
2018-05-01,books_technical,2635.0,41,47,27
2018-05-01,,7494.0,27,44,28
2018-05-01,consoles_games,4158.0,36,40,29
2018-05-01,food,1698.0,50,39,30
2018-05-01,art,2585.0,42,35,31
2018-05-01,small_appliances,6472.0,30,34,32
2018-05-01,drinks,5300.0,33,34,32
2018-05-01,construction_tools_lights,4485.0,35,33,34
2018-05-01,home_appliances_2,22096.0,13,33,34
2018-05-01,audio,6310.0,31,30,36
2018-05-01,air_conditioning,2668.0,40,21,37
2018-05-01,construction_tools_safety,3181.0,39,20,38
2018-05-01,furniture_living_room,4530.0,34,19,39
2018-05-01,food_drink,1749.0,49,18,40
2018-05-01,home_confort,2462.0,43,17,41
2018-05-01,market_place,932.0,53,16,42
2018-05-01,signaling_and_security,2319.0,45,16,42
2018-05-01,costruction_tools_garden,1768.0,47,15,44
2018-05-01,kitchen_dining_laundry_garden_furniture,3218.0,38,12,45
2018-05-01,cine_photo,1841.0,46,12,45
2018-05-01,agro_industry_and_commerce,3426.0,37,11,47
2018-05-01,fashion_shoes,1759.0,48,11,47
2018-05-01,fixed_telephony,1675.0,51,10,49
2018-05-01,small_appliances_home_oven_and_coffee,11923.0,23,10,49
2018-05-01,christmas_supplies,648.0,54,10,49
2018-05-01,books_imported,218.0,59,9,52
2018-05-01,music,2362.0,44,8,53
2018-05-01,computers,8150.0,25,7,54
2018-05-01,dvds_blu_ray,434.0,55,7,54
2018-05-01,costruction_tools_tools,424.0,56,6,56
2018-05-01,fashion_underwear_beach,277.0,58,6,56
2018-05-01,furniture_bedroom,1386.0,52,5,58
2018-05-01,diapers_and_hygiene,162.0,61,4,59
2018-05-01,flowers,111.0,62,3,60
2018-05-01,fashion_male_clothing,325.0,57,2,61
2018-05-01,tablets_printing_image,102.0,63,2,61
2018-05-01,party_supplies,57.0,66,2,61
2018-05-01,fashio_female_clothing,175.0,60,1,64
2018-05-01,arts_and_craftmanship,90.0,64,1,64
2018-05-01,cds_dvds_musicals,65.0,65,1,64
2018-05-01,furniture_mattress_and_upholstery,45.0,67,1,64
2018-06-01,health_beauty,122082.0,1,808,1
2018-06-01,bed_bath_table,85334.0,3,749,2
2018-06-01,housewares,65655.0,4,522,3
2018-06-01,watches_gifts,104748.0,2,503,4
2018-06-01,computers_accessories,49768.0,6,402,5
2018-06-01,sports_leisure,47798.0,7,401,6
2018-06-01,furniture_decor,51524.0,5,394,7
2018-06-01,auto,44535.0,8,283,8
2018-06-01,telephony,27458.0,12,238,9
2018-06-01,baby,36580.0,9,227,10
2018-06-01,perfumery,31883.0,10,204,11
2018-06-01,toys,25924.0,13,202,12
2018-06-01,electronics,15882.0,20,194,13
2018-06-01,garden_tools,29047.0,11,193,14
2018-06-01,stationery,14564.0,21,163,15
2018-06-01,pet_shop,19139.0,17,154,16
2018-06-01,cool_stuff,20813.0,15,110,17
2018-06-01,construction_tools_construction,22850.0,14,106,18
2018-06-01,fashion_bags_accessories,8310.0,25,91,19
2018-06-01,home_construction,11714.0,22,75,20
2018-06-01,home_appliances,6587.0,27,74,21
2018-06-01,office_furniture,18528.0,19,71,22
2018-06-01,small_appliances,20752.0,16,52,23
2018-06-01,musical_instruments,18906.0,18,50,24
2018-06-01,luggage_accessories,6074.0,29,46,25
2018-06-01,books_technical,2418.0,42,39,26
2018-06-01,consoles_games,8511.0,24,37,27
2018-06-01,books_general_interest,3934.0,34,36,28
2018-06-01,art,3145.0,37,35,29
2018-06-01,drinks,1655.0,46,34,30
2018-06-01,construction_tools_lights,4785.0,32,34,30
2018-06-01,,3052.0,38,30,32
2018-06-01,food,1645.0,47,29,33
2018-06-01,furniture_living_room,3622.0,36,26,34
2018-06-01,industry_commerce_and_business,2428.0,41,22,35
2018-06-01,construction_tools_safety,5782.0,30,21,36
2018-06-01,home_confort,3017.0,39,21,36
2018-06-01,kitchen_dining_laundry_garden_furniture,2672.0,40,20,38
2018-06-01,audio,1990.0,44,17,39
2018-06-01,signaling_and_security,4989.0,31,15,40
2018-06-01,cine_photo,960.0,49,14,41
2018-06-01,fixed_telephony,2159.0,43,13,42
2018-06-01,fashion_shoes,1591.0,48,13,42
2018-06-01,home_appliances_2,6531.0,28,12,44
2018-06-01,costruction_tools_garden,837.0,50,12,44
2018-06-01,food_drink,543.0,53,10,46
2018-06-01,market_place,499.0,54,9,47
2018-06-01,air_conditioning,3636.0,35,9,47
2018-06-01,books_imported,560.0,52,8,49
2018-06-01,furniture_bedroom,1758.0,45,8,49
2018-06-01,costruction_tools_tools,759.0,51,7,51
2018-06-01,small_appliances_home_oven_and_coffee,7486.0,26,7,51
2018-06-01,agro_industry_and_commerce,4378.0,33,7,51
2018-06-01,computers,9557.0,23,6,54
2018-06-01,christmas_supplies,319.0,56,6,54
2018-06-01,diapers_and_hygiene,238.0,58,6,54
2018-06-01,dvds_blu_ray,398.0,55,5,57
2018-06-01,fashion_male_clothing,239.0,57,4,58
2018-06-01,fashion_underwear_beach,169.0,59,4,58
